ID,Chapter,Verse,Shloka,Transliteration,EngMeaning,HinMeaning,Purport
BG17.21,17,21,"यत्तु प्रत्युपकारार्थं फलमुद्दिश्य वा पुनः |
दीयते च परिक्लिष्टं तद्दानं राजसं स्मृतम् ||१७-२१||","yattu pratyupakārārthaṃ phalamuddiśya vā punaḥ .
dīyate ca parikliṣṭaṃ taddānaṃ rājasaṃ smṛtam ||17-21||","।।17.21।। और जो दान क्लेशपूर्वक तथा प्रत्युपकार के उद्देश्य से अथवा फल की कामना रखकर दिया जाता हैं, वह दान राजस माना गया है।।","।।17.21।। और जो दान क्लेशपूर्वक तथा प्रत्युपकार के उद्देश्य से अथवा फल की कामना रखकर दिया जाता हैं, वह दान राजस माना गया है।।","17.21 But the gift which is given expecting reciprocation, or again, with a desire for its result, and which is given grudgingly,- that is considered to be born of rajas."
BG17.22,17,22,"अदेशकाले यद्दानमपात्रेभ्यश्च दीयते |
असत्कृतमवज्ञातं तत्तामसमुदाहृतम् ||१७-२२||","adeśakāle yaddānamapātrebhyaśca dīyate .
asatkṛtamavajñātaṃ tattāmasamudāhṛtam ||17-22||","।।17.22।। जो दान बिना सत्कार किये, अथवा तिरस्कारपूर्वक, अयोग्य देशकाल में, कुपात्रों के लिए दिया जाता है, वह दान तामस माना गया है।।","।।17.22।। जो दान बिना सत्कार किये, अथवा तिरस्कारपूर्वक, अयोग्य देशकाल में, कुपात्रों के लिए दिया जाता है, वह दान तामस माना गया है।।","17.22 The gift which is made at an improper place and time, and to undeserving persons, without proper treatment and with disdain, is declared to be born of tamas."
BG17.23,17,23,"ॐतत्सदिति निर्देशो ब्रह्मणस्त्रिविधः स्मृतः |
ब्राह्मणास्तेन वेदाश्च यज्ञाश्च विहिताः पुरा ||१७-२३||","OMtatsaditi nirdeśo brahmaṇastrividhaḥ smṛtaḥ .
brāhmaṇāstena vedāśca yajñāśca vihitāḥ purā ||17-23||","।।17.23।। 'ऊँ, तत् सत्' ऐसा यह ब्रह्म का त्रिविध निर्देश (नाम) कहा गया है; उसी से आदिकाल में (पुरा) ब्राहम्ण, वेद और यज्ञ निर्मित हुए हैं।।","।।17.23।। 'ऊँ, तत् सत्' ऐसा यह ब्रह्म का त्रिविध निर्देश (नाम) कहा गया है; उसी से आदिकाल में (पुरा) ब्राहम्ण, वेद और यज्ञ निर्मित हुए हैं।।","17.23 'Om-tat-sat' ['Om, That, Existence': 'Om iti brahma, Om is Brahman' (Tai. 1.8.1); 'Tattvamasi, Thou art That' (Ch. 6.8.7); and 'Sadeva somya idamagra asit, This was Existence alone in the beginning, O amiable one' (Ch. 6.2.1)-in these texts Brahman is indicated by the words Om, tat, sat.]-this is considered to be the threefold designation of Brahman. The Brahmanas and Vedas and the sacrifices were ordanined by that in the days of yore."
BG17.24,17,24,"तस्मादोमित्युदाहृत्य यज्ञदानतपःक्रियाः |
प्रवर्तन्ते विधानोक्ताः सततं ब्रह्मवादिनाम् ||१७-२४||","tasmādomityudāhṛtya yajñadānatapaḥkriyāḥ .
pravartante vidhānoktāḥ satataṃ brahmavādinām ||17-24||","।।17.24।। इसलिए, ब्रह्मवादियों की शास्त्र प्रतिपादित यज्ञ, दान और तप की क्रियायें सदैव ओंकार के उच्चारण के साथ प्रारम्भ होती हैं।।","।।17.24।। इसलिए, ब्रह्मवादियों की शास्त्र प्रतिपादित यज्ञ, दान और तप की क्रियायें सदैव ओंकार के उच्चारण के साथ प्रारम्भ होती हैं।।","17.24 Therefore, acts of sacrifice, charity and austerity as prescribed through injunctions, of those who study and expound the Vedas, always commence after uttering the syllable Om."
BG17.25,17,25,"तदित्यनभिसन्धाय फलं यज्ञतपःक्रियाः |
दानक्रियाश्च विविधाः क्रियन्ते मोक्षकाङ्क्षिभिः ||१७-२५||","tadityanabhisandhāya phalaṃ yajñatapaḥkriyāḥ .
dānakriyāśca vividhāḥ kriyante mokṣakāṅkṣibhiḥ ||17-25||","।।17.25।। 'तत्' शब्द का उच्चारण कर, फल की इच्छा नहीं रखते हुए, मुमुक्षुजन यज्ञ, तप, दान आदि विविध कर्म करते हैं।।","।।17.25।। 'तत्' शब्द का उच्चारण कर, फल की इच्छा नहीं रखते हुए, मुमुक्षुजन यज्ञ, तप, दान आदि विविध कर्म करते हैं।।","17.25 After (uttering) the word tat, acts of sacrifice and austerity as also the various acts of charity are performed without regard for results by persons aspiring for Liberation."
BG17.26,17,26,"सद्भावे साधुभावे च सदित्येतत्प्रयुज्यते |
प्रशस्ते कर्मणि तथा सच्छब्दः पार्थ युज्यते ||१७-२६||","sadbhāve sādhubhāve ca sadityetatprayujyate .
praśaste karmaṇi tathā sacchabdaḥ pārtha yujyate ||17-26||","।।17.26।। हे पार्थ ! सत्य भाव व साधुभाव में 'सत्' शब्द का प्रयोग किया जाता है, और प्रशस्त (श्रेष्ठ, शुभ) कर्म में 'सत्' शब्द प्रयुक्त होता है।।","।।17.26।। हे पार्थ ! सत्य भाव व साधुभाव में 'सत्' शब्द का प्रयोग किया जाता है, और प्रशस्त (श्रेष्ठ, शुभ) कर्म में 'सत्' शब्द प्रयुक्त होता है।।","17.26 This word sat is used with regard to (something) coming into being and with regard to (someone) becoming good. So also, O son of Prtha, the word sat is used with regard to an auspicious rite."
BG17.27,17,27,"यज्ञे तपसि दाने च स्थितिः सदिति चोच्यते |
कर्म चैव तदर्थीयं सदित्येवाभिधीयते ||१७-२७||","yajñe tapasi dāne ca sthitiḥ saditi cocyate .
karma caiva tadarthīyaṃ sadityevābhidhīyate ||17-27||","।।17.27।। यज्ञ, तप और दान में दृढ़ स्थिति भी सत् कही जाती है, और उस (परमात्मा) के लिए किया गया कर्म भी सत् ही कहलाता है।।","।।17.27।। यज्ञ, तप और दान में दृढ़ स्थिति भी सत् कही जाती है, और उस (परमात्मा) के लिए किया गया कर्म भी सत् ही कहलाता है।।","17.27 And the steadfastness in sacrifice, austerity and charity is spoken of as sat. And even the action meant for these is, verily, called as sat (good)."
BG17.28,17,28,"अश्रद्धया हुतं दत्तं तपस्तप्तं कृतं च यत् |
असदित्युच्यते पार्थ न च तत्प्रेत्य नो इह ||१७-२८||","aśraddhayā hutaṃ dattaṃ tapastaptaṃ kṛtaṃ ca yat .
asadityucyate pārtha na ca tatprepya no iha ||17-28||","।।17.28।। हे पार्थ ! जो यज्ञ, दान, तप और कर्म अश्रद्धापूर्वक किया जाता है, वह 'असत्' कहा जाता है; वह न इस लोक में (इह) और न मरण के पश्चात् (उस लोक में) लाभदायक होता है।।","।।17.28।। हे पार्थ ! जो यज्ञ, दान, तप और कर्म अश्रद्धापूर्वक किया जाता है, वह 'असत्' कहा जाता है; वह न इस लोक में (इह) और न मरण के पश्चात् (उस लोक में) लाभदायक होता है।।","17.28 O son of Prtha, whatever is offered in sacrifice and given in charity, as also whatever austerity is undertakne or whatever is done without, faith, is said to be of on avail. And it is of no conseence after death, nor here."
BG18.1,18,1,"अर्जुन उवाच |
संन्यासस्य महाबाहो तत्त्वमिच्छामि वेदितुम् |
त्यागस्य च हृषीकेश पृथक्केशिनिषूदन ||१८-१||","arjuna uvāca .
saṃnyāsasya mahābāho tattvamicchāmi veditum .
tyāgasya ca hṛṣīkeśa pṛthakkeśiniṣūdana ||18-1||",।।18.1।। अर्जुन ने कहा -- हे महाबाहो ! हे हृषीकेश ! हे केशनिषूदन ! मैं संन्यास और त्याग के तत्त्व को पृथक्-पृथक् जानना चाहता हूँ।।,।।18.1।। अर्जुन ने कहा -- हे महाबाहो ! हे हृषीकेश ! हे केशनिषूदन ! मैं संन्यास और त्याग के तत्त्व को पृथक्-पृथक् जानना चाहता हूँ।।,"18.1 Arjuna said  O mighty-armed Hrsikesa, O slayer of (the demon) Kesi, I want to know serverally the truth about sannyasa as also about tyaga."
BG18.2,18,2,"श्रीभगवानुवाच |
काम्यानां कर्मणां न्यासं संन्यासं कवयो विदुः |
सर्वकर्मफलत्यागं प्राहुस्त्यागं विचक्षणाः ||१८-२||","śrībhagavānuvāca .
kāmyānāṃ karmaṇāṃ nyāsaṃ saṃnyāsaṃ kavayo viduḥ .
sarvakarmaphalatyāgaṃ prāhustyāgaṃ vicakṣaṇāḥ ||18-2||","।।18.2।। श्रीभगवान् ने कहा -- (कुछ) कवि (पण्डित) जन काम्य कर्मों के त्याग को ""संन्यास"" समझते हैं और विचारशील जन समस्त कर्मों के फलों के त्याग को ""त्याग"" कहते हैं।।","।।18.2।। श्रीभगवान् ने कहा -- (कुछ) कवि (पण्डित) जन काम्य कर्मों के त्याग को ""संन्यास"" समझते हैं और विचारशील जन समस्त कर्मों के फलों के त्याग को ""त्याग"" कहते हैं।।",18.2 The Blessed Lord said  The learned ones know sannyasa to be the giving up of actions done with a desire for reward. The adepts call the abandonment of the results of all works as tyaga.
BG18.3,18,3,"त्याज्यं दोषवदित्येके कर्म प्राहुर्मनीषिणः |
यज्ञदानतपःकर्म न त्याज्यमिति चापरे ||१८-३||","tyājyaṃ doṣavadityeke karma prāhurmanīṣiṇaḥ .
yajñadānatapaḥkarma na tyājyamiti cāpare ||18-3||","।।18.3।। कुछ मनीषी जन कहते हैं कि समस्त कर्म दोषयुक्त होने के कारण त्याज्य हैं; और अन्य जन कहते हैं कि यज्ञ, दान और तपरूप कर्म त्याज्य नहीं हैं।।","।।18.3।। कुछ मनीषी जन कहते हैं कि समस्त कर्म दोषयुक्त होने के कारण त्याज्य हैं; और अन्य जन कहते हैं कि यज्ञ, दान और तपरूप कर्म त्याज्य नहीं हैं।।","18.3 Some learned persons say that action, beset with evil (as it is), should be given up, and others (say) that the practice of sacrifice, charity and austertiy should not be given up."
BG18.4,18,4,"निश्चयं शृणु मे तत्र त्यागे भरतसत्तम |
त्यागो हि पुरुषव्याघ्र त्रिविधः सम्प्रकीर्तितः ||१८-४||","niścayaṃ śṛṇu me tatra tyāge bharatasattama .
tyāgo hi puruṣavyāghra trividhaḥ samprakīrtitaḥ ||18-4||",।।18.4।। हे भरतसत्तम ! उस त्याग के विषय में तुम मेरे निर्णय को सुनो। हे पुरुष श्रेष्ठ ! वह त्याग तीन प्रकार का कहा गया है।।,।।18.4।। हे भरतसत्तम ! उस त्याग के विषय में तुम मेरे निर्णय को सुनो। हे पुरुष श्रेष्ठ ! वह त्याग तीन प्रकार का कहा गया है।।,"18.4 O the most excellent among the descendants of Bharata, hear from Me the firm conclusion regarding that tyaga. For, O greatest among men, tyaga has been clearly declared to be of three kinds."
BG18.5,18,5,"यज्ञदानतपःकर्म न त्याज्यं कार्यमेव तत् |
यज्ञो दानं तपश्चैव पावनानि मनीषिणाम् ||१८-५||","yajñadānatapaḥkarma na tyājyaṃ kāryameva tat .
yajño dānaṃ tapaścaiva pāvanāni manīṣiṇām ||18-5||","।।18.5।। यज्ञ, दान और तपरूप कर्म त्याज्य नहीं है, किन्तु वह नि:सन्देह कर्तव्य है; यज्ञ, दान और तप ये मनीषियों (साधकों) को पवित्र करने वाले हैं।।","।।18.5।। यज्ञ, दान और तपरूप कर्म त्याज्य नहीं है, किन्तु वह नि:सन्देह कर्तव्य है; यज्ञ, दान और तप ये मनीषियों (साधकों) को पवित्र करने वाले हैं।।","18.5 The practice of sacrifice, charity and austerity is not to be abandoned; it is surely to be undertaken. Sacrifice, charity and austerity are verily the purifiers of the wise."
BG18.6,18,6,"एतान्यपि तु कर्माणि सङ्गं त्यक्त्वा फलानि च |
कर्तव्यानीति मे पार्थ निश्चितं मतमुत्तमम् ||१८-६||","etānyapi tu karmāṇi saṅgaṃ tyaktvā phalāni ca .
kartavyānīti me pārtha niścitaṃ matamuttamam ||18-6||","।।18.6।। हे पार्थ ! इन कर्मों को भी, फल और आसक्ति को त्यागकर करना चाहिए, यह मेरा निश्चय किया हुआ उत्तम मत है।।","।।18.6।। हे पार्थ ! इन कर्मों को भी, फल और आसक्ति को त्यागकर करना चाहिए, यह मेरा निश्चय किया हुआ उत्तम मत है।।","18.6 But even these actions have to be undertaken by renouncing attachment and (hankering for) results. This is My firm and best conclusion, O Parhta."
BG18.7,18,7,"नियतस्य तु संन्यासः कर्मणो नोपपद्यते |
मोहात्तस्य परित्यागस्तामसः परिकीर्तितः ||१८-७||","niyatasya tu saṃnyāsaḥ karmaṇo nopapadyate .
mohāttasya parityāgastāmasaḥ parikīrtitaḥ ||18-7||","।।18.7।। नियत कर्म का त्याग उचित नहीं है; मोहवश उसका त्याग करना ""तामस त्याग"" कहा गया है।।","।।18.7।। नियत कर्म का त्याग उचित नहीं है; मोहवश उसका त्याग करना ""तामस त्याग"" कहा गया है।।",18.7 The abandoning of daily obligatory acts (nityakamas) is not justifiable. Giving up that through delusion is declared to be based on tamas.
BG18.8,18,8,"दुःखमित्येव यत्कर्म कायक्लेशभयात्त्यजेत् |
स कृत्वा राजसं त्यागं नैव त्यागफलं लभेत् ||१८-८||","duḥkhamityeva yatkarma kāyakleśabhayāttyajet .
sa kṛtvā rājasaṃ tyāgaṃ naiva tyāgaphalaṃ labhet ||18-8||","।।18.8।। जो मनुष्य, कर्म को दु:ख समझकर शारीरिक कष्ट के भय से त्याग देता है, वह पुरुष उस राजसिक त्याग को करके कदापि त्याग के फल को प्राप्त नहीं होता है।।","।।18.8।। जो मनुष्य, कर्म को दु:ख समझकर शारीरिक कष्ट के भय से त्याग देता है, वह पुरुष उस राजसिक त्याग को करके कदापि त्याग के फल को प्राप्त नहीं होता है।।","18.8 Whatever action one may relinish merely as being painful, from fear of physical suffering, he, having resorted to renunciation based on rajas, will surely not acire the fruits of renunciation."
BG18.9,18,9,"कार्यमित्येव यत्कर्म नियतं क्रियतेऽर्जुन |
सङ्गं त्यक्त्वा फलं चैव स त्यागः सात्त्विको मतः ||१८-९||","kāryamityeva yatkarma niyataṃ kriyate.arjuna .
saṅgaṃ tyaktvā phalaṃ caiva sa tyāgaḥ sāttviko mataḥ ||18-9||","।।18.9।। हे अर्जुन ! ""कर्म करना कर्तव्य है"" ऐसा समझकर जो नियत कर्म आसक्ति और फल को त्यागकर किया जाता है, वही सात्त्विक त्याग माना गया है।।","।।18.9।। हे अर्जुन ! ""कर्म करना कर्तव्य है"" ऐसा समझकर जो नियत कर्म आसक्ति और फल को त्यागकर किया जाता है, वही सात्त्विक त्याग माना गया है।।","18.9 Whatever obligatory duty is performed just because it is a bounden duty, O Arjuna, by giving up attachment and the result as well,-that renunciation is considered to be based on sattva."
BG18.10,18,10,"न द्वेष्ट्यकुशलं कर्म कुशले नानुषज्जते |
त्यागी सत्त्वसमाविष्टो मेधावी छिन्नसंशयः ||१८-१०||","na dveṣṭyakuśalaṃ karma kuśale nānuṣajjate .
tyāgī sattvasamāviṣṭo medhāvī chinnasaṃśayaḥ ||18-10||","।।18.10।। जो पुरुष अकुशल (अशुभ) कर्म से द्वेष नहीं करता और कुशल (शुभ) कर्म में आसक्त नहीं होता, वह सत्त्वगुण से सम्पन्न पुरुष संशयरहित, मेधावी (ज्ञानी) और त्यागी है।।","।।18.10।। जो पुरुष अकुशल (अशुभ) कर्म से द्वेष नहीं करता और कुशल (शुभ) कर्म में आसक्त नहीं होता, वह सत्त्वगुण से सम्पन्न पुरुष संशयरहित, मेधावी (ज्ञानी) और त्यागी है।।","18.10 The man of renunciation who has become imbued with sattva, who is wise and freed from doubts, does not hate unbefitting action, nor does he become attached to befitting activity."
BG18.11,18,11,"न हि देहभृता शक्यं त्यक्तुं कर्माण्यशेषतः |
यस्तु कर्मफलत्यागी स त्यागीत्यभिधीयते ||१८-११||","na hi dehabhṛtā śakyaṃ tyaktuṃ karmāṇyaśeṣataḥ .
yastu karmaphalatyāgī sa tyāgītyabhidhīyate ||18-11||","।।18.11।। क्योंकि देहधारी पुरुष के द्वारा अशेष कर्मों का त्याग संभव नहीं है, इसलिए जो कर्मफल त्यागी है, वही पुरुष त्यागी कहा जाता है।।","।।18.11।। क्योंकि देहधारी पुरुष के द्वारा अशेष कर्मों का त्याग संभव नहीं है, इसलिए जो कर्मफल त्यागी है, वही पुरुष त्यागी कहा जाता है।।","18.11 Since it is not possible for one who holds on to a body to give up actions entirely, therefore he, on the other hand, who renounces results on actions is called a man of renunciation."
BG18.12,18,12,"अनिष्टमिष्टं मिश्रं च त्रिविधं कर्मणः फलम् |
भवत्यत्यागिनां प्रेत्य न तु संन्यासिनां क्वचित् ||१८-१२||","aniṣṭamiṣṭaṃ miśraṃ ca trividhaṃ karmaṇaḥ phalam .
bhavatyatyāgināṃ pretya na tu saṃnyāsināṃ kvacit ||18-12||","।।18.12।। कर्मों के शुभ, अशुभ और मिश्र ये त्रिविध फल केवल अत्यागी जनों को मरण के पश्चात् भी प्राप्त होते हैं; परन्तु संन्यासी पुरुषों को कदापि नहीं।।","।।18.12।। कर्मों के शुभ, अशुभ और मिश्र ये त्रिविध फल केवल अत्यागी जनों को मरण के पश्चात् भी प्राप्त होते हैं; परन्तु संन्यासी पुरुषों को कदापि नहीं।।","18.12 The threefold results of actions-the undesirable, the desirable, and the mixed-accrues after death to those who do not resort to renunciation, but never to those who resort to monasticism."
BG18.13,18,13,"पञ्चैतानि महाबाहो कारणानि निबोध मे |
साङ्ख्ये कृतान्ते प्रोक्तानि सिद्धये सर्वकर्मणाम् ||१८-१३||","pañcaitāni mahābāho kāraṇāni nibodha me .
sāṅkhye kṛtānte proktāni siddhaye sarvakarmaṇām ||18-13||","।।18.13।। हे महाबाहो ! समस्त कर्मों की सिद्धि के लिए ये पांच कारण सांख्य सिद्धांत में कहे गये हैं, जिनको तुम मुझसे भलीभांति जानो।।","।।18.13।। हे महाबाहो ! समस्त कर्मों की सिद्धि के लिए ये पांच कारण सांख्य सिद्धांत में कहे गये हैं, जिनको तुम मुझसे भलीभांति जानो।।","18.13 O mighty-armed one, learned from Me these [Another reading is etani.-Tr.] five factors for the accomplishment of all actions, which have been spoken of in the Vedanta in which actions terminate."
BG18.14,18,14,"अधिष्ठानं तथा कर्ता करणं च पृथग्विधम् |
विविधाश्च पृथक्चेष्टा दैवं चैवात्र पञ्चमम् ||१८-१४||","adhiṣṭhānaṃ tathā kartā karaṇaṃ ca pṛthagvidham .
vividhāśca pṛthakceṣṭā daivaṃ caivātra pañcamam ||18-14||","।।18.14।। अधिष्ठान (शरीर), कर्ता ,विविध करण (इन्द्रियादि) ,विविध और पृथक्-पृथक् चेष्टाएं तथा पाँचवा हेतु दैव है।।","।।18.14।। अधिष्ठान (शरीर), कर्ता ,विविध करण (इन्द्रियादि) ,विविध और पृथक्-पृथक् चेष्टाएं तथा पाँचवा हेतु दैव है।।","18.14 The locus as also the agent, the different kinds of organs, the many and distinct activities, and, the divine is here the fifth."
BG18.15,18,15,"शरीरवाङ्मनोभिर्यत्कर्म प्रारभते नरः |
न्याय्यं वा विपरीतं वा पञ्चैते तस्य हेतवः ||१८-१५||","śarīravāṅmanobhiryatkarma prārabhate naraḥ .
nyāyyaṃ vā viparītaṃ vā pañcaite tasya hetavaḥ ||18-15||","।।18.15।। मनुष्य अपने शरीर, वाणी और मन से जो कोई न्याय्य (उचित) या विपरीत (अनुचित) कर्म करता है, उसके ये पाँच कारण ही हैं।।","।।18.15।। मनुष्य अपने शरीर, वाणी और मन से जो कोई न्याय्य (उचित) या विपरीत (अनुचित) कर्म करता है, उसके ये पाँच कारण ही हैं।।","18.15 Whatever action a man performs with the body, speech and mind, be it just or its reverse, of it these five are the cuases."
BG18.16,18,16,"तत्रैवं सति कर्तारमात्मानं केवलं तु यः |
पश्यत्यकृतबुद्धित्वान्न स पश्यति दुर्मतिः ||१८-१६||","tatraivaṃ sati kartāramātmānaṃ kevalaṃ tu yaḥ .
paśyatyakṛtabuddhitvānna sa paśyati durmatiḥ ||18-16||","।।18.16।। अब इस स्थिति में जो पुरुष असंस्कृत बुद्धि होने के कारण, केवल शुद्ध आत्मा को कर्ता समझता हैं, वह दुर्मति पुरुष (यथार्थ) नहीं देखता है।।","।।18.16।। अब इस स्थिति में जो पुरुष असंस्कृत बुद्धि होने के कारण, केवल शुद्ध आत्मा को कर्ता समझता हैं, वह दुर्मति पुरुष (यथार्थ) नहीं देखता है।।","18.16 This being the case, anyone, who, owing to the imperfection of his intellect, perceives the absolute Self as the agent, that man does not perceive (properly), and has a perverted intellect."
BG18.17,18,17,"यस्य नाहंकृतो भावो बुद्धिर्यस्य न लिप्यते |
हत्वाऽपि स इमाँल्लोकान्न हन्ति न निबध्यते ||१८-१७||","yasya nāhaṃkṛto bhāvo buddhiryasya na lipyate .
hatvā.api sa imā.Nllokānna hanti na nibadhyate ||18-17||","।।18.17।। जिस पुरुष में अहंकार का भाव नहीं है और बुद्धि किसी (गुण दोष) से लिप्त नहीं होती, वह पुरुष इन सब लोकों को मारकर भी वास्तव में न मरता है और न (पाप से) बँधता है।।","।।18.17।। जिस पुरुष में अहंकार का भाव नहीं है और बुद्धि किसी (गुण दोष) से लिप्त नहीं होती, वह पुरुष इन सब लोकों को मारकर भी वास्तव में न मरता है और न (पाप से) बँधता है।।","18.17 He who has not the feeling of egoism, whose intellect is not tainted, he does not kill, nor does he become bound-even by killing these creatures!"
BG18.18,18,18,"ज्ञानं ज्ञेयं परिज्ञाता त्रिविधा कर्मचोदना |
करणं कर्म कर्तेति त्रिविधः कर्मसंग्रहः ||१८-१८||","jñānaṃ jñeyaṃ parijñātā trividhā karmacodanā .
karaṇaṃ karma karteti trividhaḥ karmasaṃgrahaḥ ||18-18||","।।18.18।। ज्ञान, ज्ञेय और परिज्ञाता ये त्रिविध कर्म प्रेरक हैं, और, करण, कर्म. कर्ता ये त्रिविध कर्म संग्रह हैं।।","।।18.18।। ज्ञान, ज्ञेय और परिज्ञाता ये त्रिविध कर्म प्रेरक हैं, और, करण, कर्म. कर्ता ये त्रिविध कर्म संग्रह हैं।।","18.18 Knowledge, the object the knowledge and the knower-this is the threefold inducement to action. The comprehension of actions comes under three heads-the instruments, the object and the subject."
BG18.19,18,19,"ज्ञानं कर्म च कर्ताच त्रिधैव गुणभेदतः |
प्रोच्यते गुणसङ्ख्याने यथावच्छृणु तान्यपि ||१८-१९||","jñānaṃ karma ca kartāca tridhaiva guṇabhedataḥ .
procyate guṇasaṅkhyāne yathāvacchṛṇu tānyapi ||18-19||","।।18.19।। ज्ञान, कर्म और कर्ता भी गुणों के भेद से सांख्यशास्त्र (गुणसंख्याने) में त्रिविध ही कहे गये हैं; उनको भी तुम मुझ से यथावत् श्रवण करो।।","।।18.19।। ज्ञान, कर्म और कर्ता भी गुणों के भेद से सांख्यशास्त्र (गुणसंख्याने) में त्रिविध ही कहे गये हैं; उनको भी तुम मुझ से यथावत् श्रवण करो।।","18.19 Knowledge, action and agent are stated in the teaching about the gunas to be only of three kinds according to the differences of the gunas. Hear about them also as they are."
BG18.20,18,20,"सर्वभूतेषु येनैकं भावमव्ययमीक्षते |
अविभक्तं विभक्तेषु तज्ज्ञानं विद्धि सात्त्विकम् ||१८-२०||","sarvabhūteṣu yenaikaṃ bhāvamavyayamīkṣate .
avibhaktaṃ vibhakteṣu tajjñānaṃ viddhi sāttvikam ||18-20||","।।18.20।। जिस ज्ञान से मनुष्य, विभक्त रूप में स्थित समस्त भूतों में एक अविभक्त और अविनाशी (अव्यय) स्वरूप को देखता है, उस ज्ञान को तुम सात्त्विक जानो।।","।।18.20।। जिस ज्ञान से मनुष्य, विभक्त रूप में स्थित समस्त भूतों में एक अविभक्त और अविनाशी (अव्यय) स्वरूप को देखता है, उस ज्ञान को तुम सात्त्विक जानो।।","18.20 Know that knowledge to be originating from sattva through which one sees a single, undecaying, undivided Entity in all the diversified things."
BG18.21,18,21,"पृथक्त्वेन तु यज्ज्ञानं नानाभावान्पृथग्विधान् |
वेत्ति सर्वेषु भूतेषु तज्ज्ञानं विद्धि राजसम् ||१८-२१||","pṛthaktvena tu yajjñānaṃ nānābhāvānpṛthagvidhān .
vetti sarveṣu bhūteṣu tajjñānaṃ viddhi rājasam ||18-21||","।।18.21।। जिस ज्ञान के द्वारा मनुष्य समस्त भूतों में नाना भावों को पृथक्-पृथक् जानता है, उस ज्ञान को तुम राजस जानो।।","।।18.21।। जिस ज्ञान के द्वारा मनुष्य समस्त भूतों में नाना भावों को पृथक्-पृथक् जानता है, उस ज्ञान को तुम राजस जानो।।","18.21 But know that knowledge to be originating from rajas which, amidst all things, apprehends the different entities of various kinds as distinct [As possessing distinct selves.]."
BG18.22,18,22,"यत्तु कृत्स्नवदेकस्मिन्कार्ये सक्तमहैतुकम् |
अतत्त्वार्थवदल्पं च तत्तामसमुदाहृतम् ||१८-२२||","yattu kṛtsnavadekasminkārye saktamahaitukam .
atattvārthavadalpaṃ ca tattāmasamudāhṛtam ||18-22||","।।18.22।। और जिस ज्ञान के द्वारा मनुष्य एक कार्य (शरीर) में ही आसक्त हो जाता है, मानो वह (कार्य ही) पूर्ण वस्तु हो तथा जो (ज्ञान) हेतुरहित (अयुक्तिक), तत्त्वार्थ से रहित तथा संकुचित (अल्प) है, वह (ज्ञान) तामस है।।","।।18.22।। और जिस ज्ञान के द्वारा मनुष्य एक कार्य (शरीर) में ही आसक्त हो जाता है, मानो वह (कार्य ही) पूर्ण वस्तु हो तथा जो (ज्ञान) हेतुरहित (अयुक्तिक), तत्त्वार्थ से रहित तथा संकुचित (अल्प) है, वह (ज्ञान) तामस है।।","18.22 But that (knowledge) is said to be born of tamas which is confined to one form as though it were all, which is irrational, not concern with truth and triivial."
BG18.23,18,23,"नियतं सङ्गरहितमरागद्वेषतः कृतम् |
अफलप्रेप्सुना कर्म यत्तत्सात्त्विकमुच्यते ||१८-२३||","niyataṃ saṅgarahitamarāgadveṣataḥ kṛtam .
aphalaprepsunā karma yattatsāttvikamucyate ||18-23||","।।18.23।। जो कर्म (शास्त्रविधि से) नियत और संगरहित है, तथा फल को न चाहने वाले पुरुष के द्वारा बिना किसी राग द्वेष के किया गया है, वह (कर्म) सात्त्विक कहा जाता है।।","।।18.23।। जो कर्म (शास्त्रविधि से) नियत और संगरहित है, तथा फल को न चाहने वाले पुरुष के द्वारा बिना किसी राग द्वेष के किया गया है, वह (कर्म) सात्त्विक कहा जाता है।।","18.23 The daily obligatory action which is performed without attachment and without likes or dislikes by one who does not hanker for rewards, that is said to be born of sattva."
BG18.24,18,24,"यत्तु कामेप्सुना कर्म साहंकारेण वा पुनः |
क्रियते बहुलायासं तद्राजसमुदाहृतम् ||१८-२४||","yattu kāmepsunā karma sāhaṃkāreṇa vā punaḥ .
kriyate bahulāyāsaṃ tadrājasamudāhṛtam ||18-24||","।।18.24।। और जो कर्म बहुत परिश्रम से युक्त है तथा फल की कामना वाले, अहंकारयुक्त पुरुष के द्वारा किया जाता है, वह कर्म राजस कहा गया है।।","।।18.24।। और जो कर्म बहुत परिश्रम से युक्त है तथा फल की कामना वाले, अहंकारयुक्त पुरुष के द्वारा किया जाता है, वह कर्म राजस कहा गया है।।","18.24 But that action is said to be born of rajas which is done by one desirous of results or by one who is egotistic, and which is highly strenuous."
BG18.25,18,25,"अनुबन्धं क्षयं हिंसामनपेक्ष्य च पौरुषम् |
मोहादारभ्यते कर्म यत्तत्तामसमुच्यते ||१८-२५||","anubandhaṃ kṣayaṃ hiṃsāmanapekṣya ca pauruṣam .
mohādārabhyate karma yattattāmasamucyate ||18-25||","।।18.25।। जो कर्म परिणाम, हानि, हिंसा और सार्मथ्य (पौरुषम्) का विचार न करके केवल मोहवश आरम्भ किया जाता है, वह कर्म तामस कहलाता है।।","।।18.25।। जो कर्म परिणाम, हानि, हिंसा और सार्मथ्य (पौरुषम्) का विचार न करके केवल मोहवश आरम्भ किया जाता है, वह कर्म तामस कहलाता है।।","18.25 That action is said to be born of tamas which is undertaken out of delusion, (and) without consideration of its conseence, loss, harm and ability."
